epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,15002.2,1.53171,2.42416,1.84743,1.58861,0,0.32156,0.35498,0.27543,0.12599,0.31237,0.33111,0.25704,0.11404,2.09135,2.37936,2.32076,2.43582,0,0.006007,0.006007,0.006007
123,15124.7,1.526,2.46859,1.84705,1.58656,0,0.32057,0.3024,0.26515,0.1271,0.31685,0.29911,0.25763,0.11808,2.10623,2.33326,2.43005,2.52279,0,0.005974,0.005974,0.005974
124,15247.3,1.50857,2.45456,1.83182,1.58955,0,0.30946,0.34066,0.28836,0.12761,0.31853,0.33501,0.27912,0.12003,2.13044,2.33192,2.34668,2.51606,0,0.005941,0.005941,0.005941
125,15369.7,1.50245,2.5248,1.83689,1.57044,0,0.30113,0.32405,0.26056,0.11572,0.27348,0.32853,0.24786,0.10898,2.1449,2.3947,2.43169,2.5183,0,0.005908,0.005908,0.005908
126,15496,1.49386,2.51733,1.82804,1.56726,0,0.3012,0.3269,0.26872,0.12301,0.30123,0.3137,0.25766,0.11298,2.12834,2.38647,2.32009,2.55307,0,0.005875,0.005875,0.005875
127,15616.6,1.5628,2.47839,1.85394,1.60554,0,0.39201,0.34727,0.29468,0.13916,0.37702,0.317,0.27654,0.12933,2.11356,2.32394,2.26498,2.56185,0,0.005842,0.005842,0.005842
128,15739.2,1.50345,2.47391,1.828,1.57831,0,0.28441,0.36688,0.279,0.12535,0.27144,0.34347,0.26366,0.11592,2.11155,2.34465,2.31671,2.48655,0,0.005809,0.005809,0.005809
129,15859.8,1.49581,2.43249,1.81007,1.56977,0,0.30147,0.34182,0.27545,0.12918,0.29686,0.31876,0.26734,0.12123,2.14448,2.32851,2.36138,2.57121,0,0.005776,0.005776,0.005776
130,15983.6,1.49559,2.47122,1.8128,1.55985,0,0.28333,0.36445,0.28147,0.13264,0.28196,0.3465,0.27062,0.12112,2.08251,2.36928,2.2956,2.50228,0,0.005743,0.005743,0.005743
131,16107.9,1.53066,2.46788,1.8228,1.5824,0,0.40916,0.30595,0.29998,0.14131,0.41447,0.30561,0.29189,0.13211,2.11916,2.3431,2.2703,2.57587,0,0.00571,0.00571,0.00571
132,16232.7,1.51214,2.45472,1.79455,1.58057,0,0.33196,0.35161,0.29567,0.14138,0.31749,0.35103,0.28808,0.12684,2.08076,2.37382,2.25721,2.55394,0,0.005677,0.005677,0.005677
133,16356,1.48243,2.42902,1.80548,1.5522,0,0.31657,0.29267,0.27303,0.12787,0.3204,0.31229,0.26435,0.11853,2.12444,2.33854,2.33768,2.72848,0,0.005644,0.005644,0.005644
134,16478.9,1.48205,2.43226,1.76661,1.56139,0,0.34494,0.36383,0.30481,0.14515,0.35542,0.34183,0.29709,0.12971,2.0709,2.31352,2.29343,2.47988,0,0.005611,0.005611,0.005611
135,16601.9,1.47177,2.42564,1.78101,1.57522,0,0.33871,0.32102,0.28138,0.12946,0.33531,0.30747,0.2772,0.12113,2.09302,2.32414,2.28884,2.61602,0,0.005578,0.005578,0.005578
136,16724.4,1.52451,2.45412,1.81735,1.591,0,0.38396,0.26502,0.29026,0.1394,0.38604,0.26373,0.28965,0.13051,2.10937,2.30411,2.19964,2.60931,0,0.005545,0.005545,0.005545
137,16847.1,1.46577,2.44579,1.7985,1.55851,0,0.35612,0.34371,0.30886,0.14173,0.34872,0.3345,0.29506,0.13436,2.11319,2.33548,2.20948,2.58256,0,0.005512,0.005512,0.005512
138,16969.6,1.48761,2.46349,1.81361,1.57709,0,0.32994,0.36228,0.3057,0.14524,0.34646,0.35242,0.29684,0.13623,2.09553,2.34176,2.24746,2.60155,0,0.005479,0.005479,0.005479
139,17090.5,1.46309,2.44692,1.76947,1.54586,0,0.37834,0.32792,0.28949,0.13764,0.3718,0.29311,0.27301,0.12856,2.0646,2.32725,2.26879,2.5103,0,0.005446,0.005446,0.005446
140,17210.8,1.46489,2.39597,1.75558,1.54914,0,0.30941,0.36281,0.28551,0.13381,0.30352,0.34675,0.2791,0.12438,2.09844,2.31073,2.30593,2.59573,0,0.005413,0.005413,0.005413
141,17336.4,1.48653,2.48654,1.77925,1.56507,0,0.33847,0.37038,0.32003,0.15389,0.34202,0.34904,0.30835,0.14465,2.09298,2.32618,2.24549,2.50976,0,0.00538,0.00538,0.00538
142,17461.3,1.46321,2.39717,1.70727,1.5477,0,0.36672,0.34478,0.30502,0.14511,0.35457,0.33297,0.29923,0.13565,2.12813,2.3251,2.23861,2.7001,0,0.005347,0.005347,0.005347
143,17585.6,1.45065,2.35274,1.71042,1.5273,0,0.37578,0.34518,0.30856,0.14833,0.38033,0.34634,0.30535,0.14377,2.1066,2.28595,2.2364,2.70798,0,0.005314,0.005314,0.005314
144,17710,1.48623,2.39747,1.75199,1.55496,0,0.38499,0.33587,0.31184,0.14831,0.36991,0.33553,0.29797,0.13775,2.10371,2.27284,2.27138,2.71635,0,0.005281,0.005281,0.005281
145,17834.8,1.44692,2.40668,1.70386,1.53654,0,0.32894,0.34899,0.30842,0.14006,0.33266,0.33026,0.29886,0.13051,2.11171,2.28852,2.30407,2.84958,0,0.005248,0.005248,0.005248
146,17959.4,1.44809,2.44525,1.72125,1.53802,0,0.32847,0.3656,0.29559,0.1339,0.32029,0.35401,0.28894,0.12889,2.09317,2.31341,2.35336,2.88771,0,0.005215,0.005215,0.005215
147,18083.5,1.452,2.41767,1.73214,1.5418,0,0.32213,0.36517,0.30371,0.13792,0.36301,0.32992,0.30137,0.13523,2.10284,2.26721,2.32776,3.11395,0,0.005182,0.005182,0.005182
148,18208.2,1.45958,2.36268,1.72379,1.53504,0,0.30949,0.38236,0.28641,0.13781,0.30937,0.38455,0.28719,0.13052,2.07331,2.29463,2.31752,2.84063,0,0.005149,0.005149,0.005149
149,18332.6,1.42186,2.38231,1.73009,1.54025,0,0.34234,0.37561,0.31376,0.15043,0.35104,0.37717,0.31097,0.1429,2.06147,2.28975,2.26429,2.69504,0,0.005116,0.005116,0.005116
150,18456.9,1.46405,2.40872,1.75352,1.55736,0,0.32799,0.35438,0.27971,0.14068,0.33064,0.34982,0.27685,0.1328,2.06255,2.29997,2.2648,2.50472,0,0.005083,0.005083,0.005083
151,18581.2,1.4664,2.40473,1.74539,1.5561,0,0.38374,0.36178,0.30411,0.15049,0.38455,0.34996,0.30741,0.14375,2.05846,2.27909,2.25344,2.50946,0,0.00505,0.00505,0.00505
152,18705.3,1.45929,2.39531,1.71661,1.53764,0,0.31127,0.39822,0.3016,0.13706,0.34108,0.38668,0.30452,0.12782,2.08009,2.29824,2.28159,2.60168,0,0.005017,0.005017,0.005017
153,18829.7,1.48809,2.42877,1.76206,1.55798,0,0.35238,0.37079,0.29603,0.13819,0.3546,0.35898,0.29388,0.12594,2.09397,2.26288,2.303,2.70973,0,0.004984,0.004984,0.004984
154,18954.3,1.45934,2.34052,1.70527,1.53153,0,0.32928,0.41503,0.33351,0.15606,0.32115,0.39776,0.32419,0.14578,2.09562,2.26663,2.18475,2.73433,0,0.004951,0.004951,0.004951
155,19078.9,1.42855,2.36932,1.67219,1.51471,0,0.36303,0.35115,0.31121,0.1427,0.34568,0.33704,0.3031,0.13697,2.07119,2.2793,2.31382,2.6316,0,0.004918,0.004918,0.004918
156,19203,1.4572,2.36184,1.67044,1.53332,0,0.32894,0.39037,0.30946,0.14855,0.32051,0.37812,0.30082,0.13819,2.0823,2.25989,2.35369,2.73633,0,0.004885,0.004885,0.004885
157,19327.3,1.43252,2.37578,1.69574,1.52729,0,0.39142,0.34576,0.32837,0.16188,0.34979,0.36843,0.3266,0.15381,2.06333,2.30186,2.23842,2.58012,0,0.004852,0.004852,0.004852
158,19452.7,1.42951,2.31968,1.67105,1.51335,0,0.39847,0.36794,0.33448,0.15845,0.40083,0.3672,0.32617,0.14383,2.08517,2.29672,2.20227,2.75664,0,0.004819,0.004819,0.004819
159,19576.7,1.41902,2.40225,1.66151,1.51482,0,0.34071,0.3902,0.30903,0.15027,0.34123,0.39114,0.30352,0.13869,2.08148,2.32347,2.31269,2.66076,0,0.004786,0.004786,0.004786
160,19706.3,1.43261,2.3283,1.67845,1.51402,0,0.32743,0.38831,0.3042,0.14667,0.33,0.35834,0.29219,0.13523,2.04777,2.28118,2.25755,2.65175,0,0.004753,0.004753,0.004753
161,19836.3,1.41245,2.38414,1.65641,1.50959,0,0.33614,0.35049,0.30696,0.14573,0.33006,0.35365,0.29816,0.1318,2.03982,2.30473,2.25437,2.57034,0,0.00472,0.00472,0.00472
162,19965.4,1.42597,2.32025,1.65874,1.51376,0,0.34654,0.42795,0.32065,0.14805,0.33865,0.41236,0.30949,0.13368,2.08875,2.2356,2.23406,2.77348,0,0.004687,0.004687,0.004687
163,20094.5,1.4393,2.34768,1.70686,1.51369,0,0.32644,0.35878,0.32189,0.14927,0.33908,0.37451,0.32089,0.14481,2.07544,2.25498,2.23494,2.62047,0,0.004654,0.004654,0.004654
164,20223.4,1.4441,2.36637,1.70065,1.52914,0,0.37892,0.3397,0.31668,0.1515,0.39095,0.33721,0.31196,0.14261,2.07715,2.28081,2.2255,2.64844,0,0.004621,0.004621,0.004621
165,20352.5,1.42498,2.34147,1.66512,1.51764,0,0.31103,0.38562,0.32992,0.15989,0.30836,0.38343,0.31881,0.14647,2.06364,2.26251,2.19141,2.5041,0,0.004588,0.004588,0.004588
166,20476.9,1.39301,2.29116,1.64203,1.50971,0,0.34913,0.41536,0.3369,0.15936,0.35194,0.41547,0.32762,0.14968,2.07856,2.24435,2.27537,2.66209,0,0.004555,0.004555,0.004555
167,20601.6,1.38995,2.30666,1.6069,1.49661,0,0.38917,0.39846,0.354,0.16389,0.38091,0.3907,0.34092,0.15422,2.08936,2.2749,2.17049,2.72979,0,0.004522,0.004522,0.004522
168,20726.3,1.42331,2.3642,1.6577,1.50736,0,0.32491,0.4033,0.31386,0.14842,0.32023,0.37989,0.3133,0.13925,2.07403,2.27494,2.21034,2.63706,0,0.004489,0.004489,0.004489
169,20850.7,1.41187,2.31508,1.6302,1.49282,0,0.37401,0.33147,0.31403,0.14976,0.30148,0.37893,0.30516,0.14157,2.06314,2.28291,2.27857,2.82257,0,0.004456,0.004456,0.004456
170,20974.4,1.41145,2.3565,1.63697,1.50167,0,0.31126,0.40343,0.31545,0.14678,0.30543,0.39977,0.3096,0.13271,2.07254,2.27826,2.29053,2.68462,0,0.004423,0.004423,0.004423
171,21098.4,1.44797,2.38043,1.69939,1.51252,0,0.3502,0.36011,0.31383,0.14444,0.32582,0.38498,0.30094,0.13389,2.06924,2.23604,2.37982,2.82349,0,0.00439,0.00439,0.00439
172,21222.2,1.39523,2.31081,1.62529,1.49176,0,0.32399,0.42487,0.32985,0.15697,0.33666,0.38063,0.3168,0.14914,2.06308,2.2275,2.21725,2.6502,0,0.004357,0.004357,0.004357
173,21345.9,1.4144,2.31259,1.61683,1.4989,0,0.29217,0.38453,0.31279,0.14959,0.29082,0.38089,0.30384,0.139,2.06976,2.24847,2.26797,2.74287,0,0.004324,0.004324,0.004324
174,21470,1.3987,2.33182,1.65151,1.49182,0,0.35572,0.35984,0.30002,0.14027,0.36958,0.36572,0.30353,0.13378,2.04916,2.27905,2.30677,2.70776,0,0.004291,0.004291,0.004291
175,21593.9,1.38145,2.27418,1.61546,1.47663,0,0.31664,0.41155,0.32275,0.15588,0.32075,0.40348,0.32018,0.14704,2.04794,2.27052,2.24744,2.72396,0,0.004258,0.004258,0.004258
176,21718.2,1.39245,2.26736,1.61265,1.49099,0,0.3419,0.35632,0.30521,0.13672,0.34774,0.3612,0.3003,0.13249,2.06394,2.248,2.40048,2.778,0,0.004225,0.004225,0.004225
177,21842.3,1.39883,2.2627,1.59715,1.50563,0,0.34318,0.40813,0.33381,0.16069,0.34396,0.40793,0.32536,0.14704,2.02098,2.26239,2.19934,2.73076,0,0.004192,0.004192,0.004192
178,21966.8,1.38249,2.30438,1.59389,1.47967,0,0.38369,0.32842,0.32605,0.15369,0.37938,0.32428,0.31275,0.14764,2.02669,2.24322,2.20976,2.73977,0,0.004159,0.004159,0.004159
179,22090.9,1.3803,2.31813,1.60769,1.48209,0,0.31732,0.39384,0.32334,0.15374,0.33692,0.38751,0.31312,0.14425,2.05153,2.24013,2.23459,2.61417,0,0.004126,0.004126,0.004126
180,22214.7,1.38435,2.29798,1.61295,1.49488,0,0.3108,0.36597,0.29231,0.14492,0.32496,0.37229,0.2902,0.13473,2.06126,2.24093,2.29602,2.68114,0,0.004093,0.004093,0.004093
181,22338.4,1.3864,2.2937,1.60619,1.4905,0,0.37121,0.36612,0.31645,0.15797,0.37649,0.36717,0.30762,0.14607,2.03777,2.23598,2.27246,2.68844,0,0.00406,0.00406,0.00406
182,22462.2,1.39379,2.28298,1.60455,1.50104,0,0.3546,0.39825,0.32539,0.15662,0.34905,0.39453,0.3161,0.14684,2.03625,2.21961,2.27867,2.74804,0,0.004027,0.004027,0.004027
183,22586.3,1.392,2.34258,1.57882,1.48255,0,0.34149,0.35851,0.32794,0.15856,0.35067,0.36744,0.32739,0.15125,2.07718,2.24323,2.30101,2.85905,0,0.003994,0.003994,0.003994
184,22711,1.38761,2.22775,1.57596,1.48875,0,0.35358,0.39819,0.31925,0.14876,0.35305,0.39902,0.31363,0.14032,2.07015,2.22424,2.26114,2.70462,0,0.003961,0.003961,0.003961
185,22836.2,1.36941,2.30418,1.54549,1.47474,0,0.35975,0.42045,0.34867,0.1657,0.36788,0.40703,0.341,0.16168,2.09242,2.20735,2.18038,2.73245,0,0.003928,0.003928,0.003928
186,22961.9,1.37423,2.30377,1.58098,1.47995,0,0.36477,0.38015,0.32167,0.15431,0.37982,0.3629,0.31823,0.14775,2.0508,2.22957,2.22594,2.62832,0,0.003895,0.003895,0.003895
187,23087.3,1.37437,2.27852,1.59048,1.48136,0,0.36881,0.34061,0.32927,0.1539,0.36796,0.38107,0.34023,0.14829,2.0732,2.27727,2.23256,2.62771,0,0.003862,0.003862,0.003862
188,23212.5,1.39782,2.2961,1.61276,1.49423,0,0.28704,0.41569,0.32631,0.15271,0.37053,0.3418,0.32529,0.14564,2.03021,2.24814,2.29128,2.65873,0,0.003829,0.003829,0.003829
189,23338,1.36911,2.32238,1.58117,1.48003,0,0.33912,0.39289,0.33432,0.15742,0.36513,0.3804,0.3286,0.15082,2.08299,2.26389,2.35185,2.76151,0,0.003796,0.003796,0.003796
190,23462.7,1.37786,2.30944,1.58141,1.4663,0,0.37317,0.40371,0.34837,0.16972,0.37827,0.41262,0.35267,0.16039,2.05462,2.21641,2.374,2.71453,0,0.003763,0.003763,0.003763
191,23586.8,1.376,2.30362,1.60186,1.47448,0,0.35336,0.44304,0.3454,0.16271,0.36808,0.42974,0.33933,0.15582,2.05876,2.24925,2.22803,2.81235,0,0.00373,0.00373,0.00373
192,23710.8,1.40043,2.26155,1.57375,1.47933,0,0.38985,0.3932,0.34042,0.16478,0.38878,0.39707,0.33937,0.15577,2.07978,2.23903,2.22636,2.79847,0,0.003697,0.003697,0.003697
193,23835.4,1.33332,2.24358,1.55894,1.45965,0,0.41966,0.37319,0.34032,0.16381,0.41746,0.36997,0.33789,0.15585,2.04574,2.20753,2.21304,2.81634,0,0.003664,0.003664,0.003664
194,23959.5,1.3538,2.24916,1.55158,1.45778,0,0.35054,0.39745,0.324,0.15703,0.35408,0.40123,0.32391,0.14905,2.03911,2.24439,2.21268,2.74464,0,0.003631,0.003631,0.003631
195,24084,1.34294,2.20918,1.5492,1.45658,0,0.33433,0.4578,0.35301,0.17412,0.45197,0.32465,0.34365,0.1643,2.02539,2.22852,2.15294,2.63426,0,0.003598,0.003598,0.003598
196,24208.4,1.35747,2.2475,1.56691,1.4764,0,0.37803,0.38811,0.33664,0.16421,0.38412,0.41994,0.33822,0.16348,2.05646,2.21051,2.16699,2.69723,0,0.003565,0.003565,0.003565
197,24332.9,1.34241,2.22848,1.52658,1.45123,0,0.39062,0.34968,0.35108,0.17657,0.37206,0.38628,0.34141,0.1675,2.04772,2.21008,2.15936,2.67028,0,0.003532,0.003532,0.003532
198,24456.7,1.35674,2.25605,1.54787,1.46603,0,0.35386,0.40157,0.33409,0.16171,0.38539,0.37938,0.32194,0.15429,2.07158,2.22244,2.29441,2.83659,0,0.003499,0.003499,0.003499
199,24580.8,1.37265,2.25174,1.55116,1.47079,0,0.37047,0.39326,0.33958,0.16688,0.37598,0.38915,0.33171,0.15418,2.06198,2.20846,2.19673,2.79015,0,0.003466,0.003466,0.003466
200,24704.9,1.3682,2.2839,1.56299,1.46487,0,0.38161,0.40682,0.335,0.16244,0.41473,0.37665,0.32057,0.1507,2.03606,2.24506,2.23259,2.54533,0,0.003433,0.003433,0.003433
201,24828.9,1.33761,2.24312,1.54,1.46212,0,0.31959,0.43013,0.32577,0.16652,0.37897,0.36069,0.3248,0.15906,2.03637,2.21132,2.23318,2.67473,0,0.0034,0.0034,0.0034
202,24953.6,1.3427,2.24528,1.53269,1.46015,0,0.34443,0.37992,0.32894,0.16188,0.37932,0.37032,0.33446,0.158,2.05587,2.21396,2.2312,2.7435,0,0.003367,0.003367,0.003367
203,25072.7,1.34115,2.27354,1.53174,1.45709,0,0.43156,0.359,0.35011,0.17299,0.42481,0.35172,0.3336,0.16101,2.05134,2.22066,2.31185,2.84768,0,0.003334,0.003334,0.003334
204,25191.8,1.33454,2.23605,1.50409,1.45566,0,0.3547,0.46125,0.34007,0.16768,0.36047,0.44965,0.33175,0.16034,2.02242,2.23886,2.25095,2.71225,0,0.003301,0.003301,0.003301
205,25314,1.33377,2.21021,1.52299,1.4451,0,0.39018,0.40836,0.35519,0.17434,0.38695,0.39744,0.3426,0.16513,2.05372,2.20516,2.19111,2.83326,0,0.003268,0.003268,0.003268
206,25442.1,1.32032,2.19697,1.50169,1.44551,0,0.38203,0.38155,0.35762,0.17437,0.40363,0.35067,0.33626,0.16086,2.01062,2.22129,2.24902,2.74125,0,0.003235,0.003235,0.003235
207,25570.6,1.34089,2.23933,1.53613,1.44842,0,0.39067,0.38081,0.34847,0.16487,0.36805,0.39934,0.34002,0.15336,2.03685,2.24217,2.18811,2.81532,0,0.003202,0.003202,0.003202
208,25697.3,1.30901,2.20131,1.51542,1.43558,0,0.38381,0.44179,0.34814,0.1654,0.38446,0.41608,0.33684,0.15551,2.02732,2.19626,2.29041,2.91497,0,0.003169,0.003169,0.003169
209,25824.2,1.33188,2.21386,1.52157,1.44431,0,0.37931,0.43104,0.34656,0.16694,0.37552,0.42647,0.34327,0.16009,2.05206,2.22769,2.29335,2.91205,0,0.003136,0.003136,0.003136
210,25949.3,1.31858,2.21206,1.51027,1.4519,0,0.37128,0.43924,0.35141,0.17437,0.37551,0.43815,0.34761,0.1675,2.0501,2.24009,2.20306,2.81107,0,0.003103,0.003103,0.003103
211,26071.3,1.31412,2.21277,1.46962,1.42496,0,0.4286,0.33309,0.33065,0.15942,0.4505,0.34844,0.33989,0.15361,2.02916,2.19683,2.23275,2.82839,0,0.00307,0.00307,0.00307
212,26192.9,1.31804,2.18,1.46686,1.42732,0,0.33769,0.42879,0.35313,0.16594,0.43965,0.35304,0.35273,0.15635,2.02998,2.18309,2.17503,2.86753,0,0.003037,0.003037,0.003037
213,26316,1.27453,2.15623,1.44423,1.41268,0,0.42052,0.39019,0.35331,0.16926,0.4195,0.40803,0.3547,0.16394,2.00507,2.19062,2.22795,2.71053,0,0.003004,0.003004,0.003004
214,26438.9,1.35271,2.24142,1.5449,1.47029,0,0.35955,0.41405,0.34185,0.1716,0.36898,0.42553,0.34369,0.16384,2.0338,2.20591,2.20258,2.82681,0,0.002971,0.002971,0.002971
215,26560.7,1.2975,2.20331,1.49265,1.43252,0,0.3786,0.37207,0.34941,0.17057,0.3641,0.39932,0.35153,0.16275,2.03223,2.19848,2.26502,2.79539,0,0.002938,0.002938,0.002938
216,26682.4,1.33828,2.23121,1.52375,1.46258,0,0.38081,0.37893,0.35126,0.17857,0.40735,0.40333,0.3495,0.16726,1.99742,2.19537,2.23515,2.6298,0,0.002905,0.002905,0.002905
217,26804.2,1.28284,2.14997,1.44829,1.42044,0,0.40675,0.38423,0.36174,0.17525,0.38822,0.39844,0.35592,0.16788,2.00437,2.20616,2.14737,2.75605,0,0.002872,0.002872,0.002872
218,26925.8,1.32499,2.19017,1.49753,1.45044,0,0.39838,0.39234,0.36402,0.17774,0.39067,0.38952,0.3564,0.16998,2.03635,2.21957,2.16379,2.84006,0,0.002839,0.002839,0.002839
219,27047.7,1.30478,2.19211,1.45374,1.43056,0,0.4226,0.35273,0.33708,0.16634,0.40757,0.36721,0.33825,0.15872,2.02273,2.2319,2.18656,2.82615,0,0.002806,0.002806,0.002806
220,27169.5,1.32237,2.23595,1.50471,1.43983,0,0.39455,0.4252,0.34472,0.16786,0.40233,0.42315,0.34935,0.16118,2.03096,2.20752,2.12055,2.84426,0,0.002773,0.002773,0.002773
221,27291.3,1.29997,2.18087,1.4704,1.42369,0,0.40624,0.38726,0.34751,0.17362,0.40157,0.41299,0.35934,0.16464,2.005,2.20532,2.17604,2.88429,0,0.00274,0.00274,0.00274
222,27412.9,1.30806,2.2011,1.49529,1.43685,0,0.43313,0.38531,0.3375,0.16237,0.39504,0.40549,0.33512,0.15517,2.01434,2.22202,2.18815,2.88296,0,0.002707,0.002707,0.002707
223,27534.5,1.29666,2.16254,1.46425,1.42975,0,0.35703,0.44163,0.34851,0.16741,0.37015,0.44161,0.34786,0.16118,2.00997,2.21195,2.18905,2.86092,0,0.002674,0.002674,0.002674
224,27655.9,1.30096,2.17835,1.47505,1.42759,0,0.39734,0.41677,0.3563,0.17387,0.39279,0.40656,0.34501,0.1652,2.01233,2.21271,2.16945,2.94749,0,0.002641,0.002641,0.002641
225,27777.6,1.28144,2.18255,1.46734,1.41747,0,0.37281,0.43563,0.36247,0.17083,0.38294,0.42438,0.35622,0.16781,2.04616,2.17769,2.19224,2.97599,0,0.002608,0.002608,0.002608
226,27899.4,1.30657,2.19946,1.45634,1.42696,0,0.39906,0.39831,0.34979,0.16532,0.39394,0.43661,0.35628,0.16418,2.02408,2.19016,2.19305,2.80869,0,0.002575,0.002575,0.002575
227,28019.8,1.30884,2.20299,1.50257,1.4436,0,0.37498,0.42962,0.36067,0.1747,0.38178,0.44858,0.35767,0.17491,2.02083,2.20262,2.15855,2.87549,0,0.002542,0.002542,0.002542
228,28142.2,1.27147,2.13081,1.42682,1.40818,0,0.35293,0.43379,0.36871,0.1729,0.33645,0.48909,0.35812,0.16586,2.02286,2.22172,2.16161,2.97631,0,0.002509,0.002509,0.002509
229,28262.9,1.30652,2.17672,1.45132,1.42378,0,0.41769,0.35948,0.36404,0.17236,0.42296,0.36222,0.3577,0.16788,2.02932,2.20932,2.12078,2.8849,0,0.002476,0.002476,0.002476
230,28381.6,1.288,2.19884,1.45027,1.41904,0,0.36135,0.47099,0.37652,0.18116,0.36747,0.4753,0.37608,0.17972,2.03354,2.1677,2.15153,2.87431,0,0.002443,0.002443,0.002443
231,28504.4,1.2978,2.17173,1.45699,1.41225,0,0.34463,0.46102,0.35527,0.16591,0.37244,0.45625,0.35923,0.16279,2.05914,2.22249,2.12994,2.95019,0,0.00241,0.00241,0.00241
232,28626.1,1.30535,2.15961,1.45679,1.41672,0,0.36732,0.41594,0.3613,0.17323,0.36914,0.43966,0.36012,0.16699,2.01852,2.19784,2.1483,2.88451,0,0.002377,0.002377,0.002377
233,28744.6,1.2918,2.11913,1.41791,1.41702,0,0.329,0.41328,0.35858,0.17459,0.32896,0.47033,0.35679,0.16843,2.03346,2.22263,2.18803,3.02423,0,0.002344,0.002344,0.002344
234,28863.7,1.28752,2.16601,1.4361,1.42061,0,0.35178,0.41333,0.34185,0.164,0.35301,0.4363,0.34464,0.16048,2.03925,2.19635,2.14589,2.91327,0,0.002311,0.002311,0.002311
235,28985.4,1.28049,2.15875,1.42555,1.41375,0,0.3787,0.38796,0.34969,0.16662,0.38434,0.39806,0.34534,0.16157,2.04652,2.20409,2.17087,2.9186,0,0.002278,0.002278,0.002278
236,29107.7,1.27308,2.12554,1.422,1.4094,0,0.41956,0.34715,0.36015,0.17582,0.41232,0.39143,0.36359,0.1718,2.0325,2.18546,2.13467,2.86576,0,0.002245,0.002245,0.002245
237,29229.9,1.27707,2.19564,1.4575,1.41956,0,0.40347,0.38104,0.35482,0.17314,0.41285,0.39543,0.35153,0.16386,2.03167,2.19725,2.13481,2.9167,0,0.002212,0.002212,0.002212
238,29351.3,1.28281,2.17547,1.43613,1.41533,0,0.36903,0.3816,0.36503,0.17998,0.38761,0.39095,0.36292,0.17358,2.01444,2.19082,2.16816,2.99193,0,0.002179,0.002179,0.002179
239,29472.5,1.25803,2.16664,1.42147,1.4038,0,0.3936,0.40067,0.35991,0.17297,0.42069,0.38203,0.35857,0.16711,2.02508,2.18813,2.1988,2.98176,0,0.002146,0.002146,0.002146
240,29593.8,1.26972,2.15582,1.41422,1.39734,0,0.39757,0.39659,0.36214,0.17158,0.4083,0.40432,0.36255,0.16387,2.05313,2.22484,2.18303,2.93714,0,0.002113,0.002113,0.002113
241,29714.8,1.26091,2.16904,1.41007,1.40374,0,0.39565,0.43868,0.36346,0.17993,0.40249,0.4332,0.36348,0.17086,2.03136,2.19302,2.21985,2.9793,0,0.00208,0.00208,0.00208
242,29835.9,1.29863,2.17621,1.43576,1.41525,0,0.37412,0.41908,0.36127,0.17384,0.40052,0.42594,0.3585,0.16571,2.04546,2.18643,2.22312,3.01874,0,0.002047,0.002047,0.002047
243,29956.9,1.23638,2.11224,1.39198,1.39748,0,0.38892,0.43686,0.36466,0.17574,0.40642,0.4421,0.36301,0.16791,2.00455,2.16135,2.11348,2.79055,0,0.002014,0.002014,0.002014
244,30078.1,1.28814,2.15868,1.42296,1.41607,0,0.37643,0.43887,0.36469,0.17843,0.38483,0.43481,0.36683,0.17146,2.02486,2.19751,2.16868,2.82227,0,0.001981,0.001981,0.001981
245,30199.2,1.26203,2.14805,1.38388,1.40006,0,0.38339,0.41594,0.36596,0.17764,0.374,0.44815,0.35892,0.1737,2.01628,2.18655,2.11012,2.77642,0,0.001948,0.001948,0.001948
246,30320.2,1.27926,2.13278,1.39931,1.40402,0,0.37266,0.41376,0.36315,0.17099,0.37402,0.45816,0.35964,0.16702,2.02037,2.18745,2.18228,2.82226,0,0.001915,0.001915,0.001915
247,30441.5,1.28012,2.14675,1.40904,1.40986,0,0.36167,0.47483,0.36693,0.17451,0.38358,0.44104,0.36364,0.17002,2.03535,2.18586,2.1048,2.87648,0,0.001882,0.001882,0.001882
248,30562.3,1.2771,2.17829,1.40871,1.39776,0,0.37656,0.45311,0.37591,0.17526,0.37439,0.44489,0.37355,0.17152,2.02182,2.20417,2.15139,2.95157,0,0.001849,0.001849,0.001849
249,30683.1,1.27441,2.13302,1.39614,1.41058,0,0.41962,0.4179,0.38052,0.1819,0.42038,0.41889,0.38171,0.17692,2.01697,2.20366,2.16127,2.93055,0,0.001816,0.001816,0.001816
250,30803.9,1.24409,2.12669,1.38599,1.39172,0,0.45453,0.44137,0.38826,0.18349,0.4493,0.43407,0.385,0.17815,2.04365,2.20503,2.12183,2.8843,0,0.001783,0.001783,0.001783
251,30925,1.27394,2.14503,1.38881,1.39965,0,0.42407,0.42244,0.38888,0.18928,0.41829,0.4682,0.39016,0.1846,2.03319,2.17486,2.15176,2.86169,0,0.00175,0.00175,0.00175
